Date,Country,Confirmed Cases,Recovered,Deaths
2020/3/10,Switzerland,164,0,1
2020/3/10,Sweden,113,0,0
2020/3/10,USA,132,0,5
2020/3/10,Spain,649,0,10
2020/3/10,Slovenia,9,0,0
2020/3/10,Slovakia,2,0,0
2020/3/10,Singapore,28,0,0
2020/3/10,Saudi Arabia,13,0,0
2020/3/10,San Marino,15,0,2
2020/3/10,Romania,2,0,0
2020/3/10,Republic of Serbia,3,0,0
2020/3/10,Vietnam,13,0,0
2020/3/10,Kuwait,11,0,0
2020/3/10,Cyprus,2,0,0
2020/3/10,Chile,5,0,0
2020/3/10,Canada,11,0,1
2020/3/10,Burkina Faso,2,0,0
2020/3/10,Brunei,6,0,0
2020/3/10,Belarus,3,2,0
2020/3/10,Bosnia and Herzegovina,2,0,0
2020/3/10,China,27,1374,16
2020/3/10,Austria,55,2,0
2020/3/10,Korea,35,81,1
2020/3/10,Afghanistan,1,0,0
2020/3/10,Albania,6,0,0
2020/3/10,Bangladesh,3,0,0
2020/3/10,Argentina,5,0,0
2020/3/10,Australia,18,0,0
2020/3/10,Azerbaijan,8,0,0
2020/3/10,Denmark,78,0,0
2020/3/10,Croatia,1,0,0
2020/3/10,Japan,67,56,3
2020/3/10,Italy,1797,102,97
2020/3/10,Israel,11,0,0
2020/3/10,Ireland,3,0,0
2020/3/10,Iraq,6,9,1
2020/3/10,Iran,881,537,54
2020/3/10,Indonesia,23,2,0
2020/3/10,India,19,0,0
2020/3/10,Iceland,2,0,0
2020/3/10,Greece,23,0,0
2020/3/10,Czech Republic,8,0,0
2020/3/10,Germany,127,0,2
2020/3/10,France,480,0,11
2020/3/10,Finland,10,0,0
2020/3/10,Estonia,2,0,0
2020/3/10,Egypt,4,0,0
2020/3/10,Diamond Princess Cruise Ship,0,427,0
2020/3/11,Pakistan,2,0,0
2020/3/11,Paraguay,1,0,0
2020/3/11,Norway,108,0,0
2020/3/11,Vietnam,1,0,0
2020/3/11,Saudi Arabia,1,0,0
2020/3/11,Palestine,11,0,0
2020/3/11,Philippines,2,0,0
2020/3/11,Panama,7,0,1
2020/3/11,Oman,2,0,0
2020/3/11,Malta,4,0,0
2020/3/11,Lithuania,2,0,0
2020/3/11,Lebanon,20,0,1
2020/3/11,SriLanka,1,0,0
2020/3/11,Sweden,29,0,0
2020/3/11,Thailand,6,3,0
2020/3/11,United Kingdom,54,0,4
2020/3/11,Turkey,1,0,0
2020/3/11,USA,300,0,5
2020/3/11,Poland,4,0,0
2020/3/11,Spain,480,181,12
2020/3/11,South Africa,5,0,0
2020/3/11,Slovenia,6,0,0
2020/3/11,San Marino,11,0,0
2020/3/11,Russia,10,0,0
2020/3/11,Romania,11,0,0
2020/3/11,Republic of Serbia,1,0,0
2020/3/11,Qatar,6,0,0
2020/3/11,Korea,242,41,7
2020/3/11,Cambodia,1,0,0
2020/3/11,Azerbaijan,2,3,0
2020/3/11,China,37,1470,22
2020/3/11,Chile,4,0,0
2020/3/11,Canada,16,0,0
2020/3/11,Bolivia,2,0,0
2020/3/11,Costa Rica,4,0,0
2020/3/11,Brazil,9,0,0
2020/3/11,Austria,25,0,0
2020/3/11,Croatia,2,0,0
2020/3/11,Australia,16,0,0
2020/3/11,Afghanistan,2,0,0
2020/3/11,Bosnia and Herzegovina,2,0,0
2020/3/11,Algeria,1,0,0
2020/3/11,Argentina,2,0,0
2020/3/11,Belgium,28,0,0
2020/3/11,Czech Republic,21,0,0
2020/3/11,Georgia,10,0,0
2020/3/11,Colombia,2,0,0
2020/3/11,Japan,39,0,2
2020/3/11,Italy,1111,280,168
2020/3/11,Israel,25,0,0
2020/3/11,Ireland,10,0,0
2020/3/11,Iraq,4,0,0
2020/3/11,Iran,958,228,63
2020/3/11,Indonesia,0,0,1
2020/3/11,India,3,0,0
2020/3/11,Iceland,9,0,0
2020/3/11,Jamaica,1,0,0
2020/3/11,Germany,285,0,0
2020/3/11,France,178,0,3
2020/3/11,Estonia,1,0,0
2020/3/11,Denmark,149,0,0
2020/3/11,Egypt,0,0,1
2020/3/11,Ecuador,2,0,0
2020/3/11,Diamond Princess Cruise Ship,0,0,1
2020/3/11,Democratic Republic of the Congo,1,0,0
2020/3/12,Netherlands,121,0,1
2020/3/12,Morocco,3,0,2
2020/3/12,Latvia,2,0,0
2020/3/12,Norway,212,0,0
2020/3/12,North Macedonia,2,0,0
2020/3/12,Panama,3,0,0
2020/3/12,Moldova,2,0,0
2020/3/12,Mexico,4,0,0
2020/3/12,Malta,1,0,0
2020/3/12,Luxembourg,2,0,0
2020/3/12,Korea,114,0,0
2020/3/12,Malaysia,29,9,0
2020/3/12,Philippines,17,0,1
2020/3/12,Spain,840,6,37
2020/3/12,Thailand,11,0,0
2020/3/12,Monaco,1,0,0
2020/3/12,Sweden,145,0,8
2020/3/12,Tunisia,2,0,0
2020/3/12,United Kingdom,87,0,0
2020/3/12,Vietnam,9,0,0
2020/3/12,SriLanka,1,0,0
2020/3/12,South Africa,10,0,0
2020/3/12,Slovenia,26,0,0
2020/3/12,Slovakia,3,0,0
2020/3/12,Singapore,21,0,0
2020/3/12,San Marino,7,0,1
2020/3/12,Russia,8,0,0
2020/3/12,Romania,21,0,0
2020/3/12,Republic of Serbia,14,0,0
2020/3/12,Qatar,239,0,0
2020/3/12,Portugal,29,0,0
2020/3/12,Poland,9,0,0
2020/3/12,Saudi Arabia,24,0,0
2020/3/12,Cambodia,2,0,0
2020/3/12,Japan,37,0,3
2020/3/12,Cuba,3,0,0
2020/3/12,Colombia,6,0,0
2020/3/12,China,12,1256,11
2020/3/12,Canada,14,0,0
2020/3/12,Bulgaria,5,0,0
2020/3/12,Brazil,18,0,0
2020/3/12,Bosnia and Herzegovina,4,0,0
2020/3/12,Bahrain,86,21,0
2020/3/12,Austria,64,0,0
2020/3/12,Australia,27,2,0
2020/3/12,Armenia,3,0,0
2020/3/12,Croatia,4,0,0
2020/3/12,Algeria,5,8,1
2020/3/12,Albania,9,0,0
2020/3/12,Azerbaijan,2,0,0
2020/3/12,Chile,6,0,0
2020/3/12,Belgium,132,0,3
2020/3/12,Brunei,19,0,0
2020/3/12,Finland,25,0,0
2020/3/12,Cyprus,4,0,0
2020/3/12,Ivory Coast,1,0,0
2020/3/12,Italy,2179,41,196
2020/3/12,Israel,25,0,0
2020/3/12,Ireland,9,0,1
2020/3/12,Iraq,-3,6,1
2020/3/12,India,12,0,0
2020/3/12,Iceland,21,0,0
2020/3/12,Honduras,2,0,0
2020/3/12,Guyana,1,0,1
2020/3/12,Iran,1075,317,75
2020/3/12,Greece,0,0,1
2020/3/12,Costa Rica,9,0,0
2020/3/12,Germany,554,0,1
2020/3/12,Georgia,1,0,0
2020/3/12,France,497,0,15
2020/3/12,Estonia,3,0,0
2020/3/12,Egypt,8,-4,0
2020/3/12,Diamond Princess Cruise Ship,1,0,0
2020/3/12,Denmark,252,0,0
2020/3/12,Czech Republic,30,0,0
2020/3/13,Palestine,1,0,0
2020/3/13,Pakistan,2,0,0
2020/3/13,Panama,16,0,0
2020/3/13,Oman,1,0,0
2020/3/13,Norway,214,0,0
2020/3/13,Moldova,3,0,0
2020/3/13,Netherlands,301,0,0
2020/3/13,Kenya,1,0,0
2020/3/13,Mexico,4,0,0
2020/3/13,Maldives,3,0,0
2020/3/13,Lebanon,25,0,2
2020/3/13,Latvia,6,0,0
2020/3/13,Kuwait,11,0,0
2020/3/13,Korea,110,222,11
2020/3/13,Kazakstan,3,0,0
2020/3/13,Peru,16,0,0
2020/3/13,Martinique,3,0,0
2020/3/13,Switzerland,533,0,1
2020/3/13,United Arab Emirates,11,13,0
2020/3/13,Philippines,12,0,0
2020/3/13,Trinidad and Tobago,1,0,0
2020/3/13,Sweden,183,0,0
2020/3/13,Thailand,5,0,0
2020/3/13,Tunisia,6,0,0
2020/3/13,Turkey,1,0,0
2020/3/13,Ukraine,2,0,0
2020/3/13,United Kingdom,130,0,0
2020/3/13,USA,631,0,8
2020/3/13,Vietnam,3,0,0
2020/3/13,Senegal,6,0,0
2020/3/13,Spain,1241,0,36
2020/3/13,South Africa,7,0,0
2020/3/13,Slovenia,32,0,0
2020/3/13,Slovakia,6,0,0
2020/3/13,Singapore,13,0,0
2020/3/13,Saudi Arabia,17,1,0
2020/3/13,Saint Barthelemy,1,0,0
2020/3/13,Russia,17,0,0
2020/3/13,Romania,21,0,0
2020/3/13,Republic of Serbia,12,0,0
2020/3/13,Qatar,-1,0,0
2020/3/13,Poland,20,0,0
2020/3/13,Sint Maarten,2,0,0
2020/3/13,Denmark,271,0,0
2020/3/13,Czech Republic,5,0,0
2020/3/13,Cyprus,8,0,0
2020/3/13,Croatia,12,0,0
2020/3/13,China,14,1303,8
2020/3/13,Chile,10,0,0
2020/3/13,Canada,42,0,0
2020/3/13,Bulgaria,16,0,0
2020/3/13,Brunei,11,0,0
2020/3/13,Bosnia and Herzegovina,2,0,0
2020/3/13,Cuba,1,0,0
2020/3/13,Andorra,1,1,0
2020/3/13,Belarus,3,0,0
2020/3/13,Japan,54,33,2
2020/3/13,Albania,18,0,0
2020/3/13,Algeria,1,2,1
2020/3/13,Argentina,12,0,0
2020/3/13,Austria,115,2,1
2020/3/13,Bahrain,15,0,0
2020/3/13,Belgium,157,0,0
2020/3/13,Brazil,25,0,0
2020/3/13,Democratic Republic of the Congo,1,0,0
2020/3/13,Georgia,1,0,0
2020/3/13,Italy,2651,213,189
2020/3/13,Israel,26,0,0
2020/3/13,Ireland,27,0,0
2020/3/13,Iraq,15,9,0
2020/3/13,Iran,1289,253,85
2020/3/13,Indonesia,42,0,0
2020/3/13,India,8,0,0
2020/3/13,Iceland,19,0,0
2020/3/13,Azerbaijan,4,0,1
2020/3/13,Greece,28,0,0
2020/3/13,Guernsey,1,0,0
2020/3/13,Hungary,7,0,0
2020/3/13,Gibraltar,1,0,0
2020/3/13,French Guiana,5,0,0
2020/3/13,Ghana,2,0,0
2020/3/13,Germany,1039,0,4
2020/3/13,Gabon,1,0,0
2020/3/13,French Polynesia,1,0,0
2020/3/13,Finland,90,0,0
2020/3/13,Faroe,2,0,0
2020/3/13,Ethiopia,1,0,0
2020/3/13,Estonia,1,0,0
2020/3/13,Egypt,13,2,1
2020/3/13,France,595,0,13
2020/3/14,New Zealand,1,0,0
2020/3/14,North Macedonia,4,0,0
2020/3/14,Norway,47,0,0
2020/3/14,Panama,9,0,0
2020/3/14,Palestine,4,0,0
2020/3/14,Paraguay,4,0,0
2020/3/14,Namibia,2,0,0
2020/3/14,Philippines,34,0,4
2020/3/14,Peru,6,0,0
2020/3/14,Pakistan,9,0,0
2020/3/14,Kazakstan,3,0,0
2020/3/14,Morocco,1,0,0
2020/3/14,USA,449,0,2
2020/3/14,Poland,17,0,0
2020/3/14,Kuwait,20,0,0
2020/3/14,Latvia,2,0,0
2020/3/14,Lebanon,16,0,0
2020/3/14,Oman,1,7,0
2020/3/14,Lithuania,3,0,0
2020/3/14,Maldives,1,0,0
2020/3/14,Mexico,11,0,0
2020/3/14,Moldova,2,0,0
2020/3/14,Korea,107,0,0
2020/3/14,Vietnam,6,0,0
2020/3/14,Reunion Island,3,0,0
2020/3/14,United Kingdom,208,0,0
2020/3/14,Senegal,11,2,0
2020/3/14,Venezuela,2,0,0
2020/3/14,Uruguay,4,0,0
2020/3/14,Thailand,7,0,0
2020/3/14,Turkey,3,0,0
2020/3/14,Suriname,1,0,0
2020/3/14,Switzerland,180,0,0
2020/3/14,Qatar,76,0,0
2020/3/14,San Marino,4,2,2
2020/3/14,Sudan,1,0,1
2020/3/14,Romania,27,0,0
2020/3/14,Russia,2,0,0
2020/3/14,Saint Vincent and the Grenadines,1,0,0
2020/3/14,SriLanka,5,0,0
2020/3/14,Sweden,92,0,0
2020/3/14,Saudi Arabia,24,0,0
2020/3/14,Slovakia,16,0,0
2020/3/14,Slovenia,52,0,0
2020/3/14,Republic of Serbia,10,0,0
2020/3/14,Spain,1023,0,0
2020/3/14,Cyprus,7,0,0
2020/3/14,Indonesia,27,0,0
2020/3/14,Brazil,21,0,0
2020/3/14,Brunei,4,0,0
2020/3/14,Bulgaria,7,0,0
2020/3/14,Cameroon,1,0,0
2020/3/14,Canada,49,0,0
2020/3/14,China,34,1461,13
2020/3/14,Colombia,4,0,0
2020/3/14,Croatia,6,0,0
2020/3/14,Czech Republic,45,0,0
2020/3/14,Austria,143,2,0
2020/3/14,Malaysia,80,0,0
2020/3/14,Algeria,11,0,0
2020/3/14,Argentina,3,1,1
2020/3/14,Denmark,16,0,0
2020/3/14,Chile,10,0,0
2020/3/14,Armenia,9,0,0
2020/3/14,Bailiwick of Jersey,2,0,0
2020/3/14,Australia,92,0,0
2020/3/14,Afghanistan,3,0,0
2020/3/14,Bahrain,1,0,0
2020/3/14,Belgium,133,0,0
2020/3/14,Japan,35,0,2
2020/3/14,Italy,2547,181,250
2020/3/14,Israel,28,0,0
2020/3/14,Ecuador,8,0,1
2020/3/14,Iran,1365,0,0
2020/3/14,Iraq,10,0,1
2020/3/14,Iceland,19,0,0
2020/3/14,Hungary,3,1,0
2020/3/14,India,3,0,0
2020/3/14,Greece,73,0,0
